epoch,loss,val_loss
0,0.10029002279043198,0.05724590644240379
1,0.057111725211143494,0.056780096143484116
2,0.05666663870215416,0.05638076364994049
3,0.05714263767004013,0.056244395673274994
4,0.05628417804837227,0.056354593485593796
