epoch,loss,val_loss
0,0.11673188209533691,0.05973081663250923
1,0.05764104798436165,0.05729713290929794
2,0.05644986778497696,0.05696508660912514
3,0.05595579743385315,0.0567641444504261
4,0.055916763842105865,0.05768035352230072
5,0.055859290063381195,0.05704654008150101
