epoch,loss,val_loss
0,0.10359663516283035,0.059127796441316605
1,0.05735955014824867,0.05708557367324829
2,0.05671395733952522,0.057228729128837585
3,0.057080790400505066,0.05696265026926994
4,0.056746676564216614,0.05743687227368355
