epoch,loss,val_loss
0,0.08705278486013412,0.05685734003782272
1,0.05731211602687836,0.057794325053691864
2,0.05734005570411682,0.05663623288273811
3,0.05689172446727753,0.05635058507323265
4,0.056930918246507645,0.05678766220808029
